seg_file	seg_seq_name	sra_run	seg	genbank_acc	genbank_seg	genbank_name
SRR31605212_HA_cns.fa	Consensus_SRR31605212_HA_cns_threshold_0.5_quality_20	SRR31605212	HA	PV060425.1	4	A/cattle/CA/24-034653-001-original/2024
SRR31605212_MP_cns.fa	Consensus_SRR31605212_MP_cns_threshold_0.5_quality_20	SRR31605212	MP	PV060428.1	7	A/cattle/CA/24-034653-001-original/2024
SRR31605212_NA_cns.fa	Consensus_SRR31605212_NA_cns_threshold_0.5_quality_20	SRR31605212	NA	PV060427.1	6	A/cattle/CA/24-034653-001-original/2024
SRR31605212_NP_cns.fa	Consensus_SRR31605212_NP_cns_threshold_0.5_quality_20	SRR31605212	NP	PV060426.1	5	A/cattle/CA/24-034653-001-original/2024
SRR31605212_NS_cns.fa	Consensus_SRR31605212_NS_cns_threshold_0.5_quality_20	SRR31605212	NS	PV060429.1	8	A/cattle/CA/24-034653-001-original/2024
SRR31605212_PA_cns.fa	Consensus_SRR31605212_PA_cns_threshold_0.5_quality_20	SRR31605212	PA	PV060424.1	3	A/cattle/CA/24-034653-001-original/2024
SRR31605212_PB1_cns.fa	Consensus_SRR31605212_PB1_cns_threshold_0.5_quality_20	SRR31605212	PB1	PV060423.1	2	A/cattle/CA/24-034653-001-original/2024
SRR31605212_PB2_cns.fa	Consensus_SRR31605212_PB2_cns_threshold_0.5_quality_20	SRR31605212	PB2	PV060422.1	1	A/cattle/CA/24-034653-001-original/2024
SRR31605214_HA_cns.fa	Consensus_SRR31605214_HA_cns_threshold_0.5_quality_20	SRR31605214	HA	PQ833285.1	4	A/chicken/CA/24-033225-002-original/2024
SRR31605214_MP_cns.fa	Consensus_SRR31605214_MP_cns_threshold_0.5_quality_20	SRR31605214	MP	PQ833288.1	7	A/chicken/CA/24-033225-002-original/2024
SRR31605214_NA_cns.fa	Consensus_SRR31605214_NA_cns_threshold_0.5_quality_20	SRR31605214	NA	PQ833287.1	6	A/chicken/CA/24-033225-002-original/2024
SRR31605214_NP_cns.fa	Consensus_SRR31605214_NP_cns_threshold_0.5_quality_20	SRR31605214	NP	PQ833286.1	5	A/chicken/CA/24-033225-002-original/2024
SRR31605214_NS_cns.fa	Consensus_SRR31605214_NS_cns_threshold_0.5_quality_20	SRR31605214	NS	PQ833289.1	8	A/chicken/CA/24-033225-002-original/2024
SRR31605214_PA_cns.fa	Consensus_SRR31605214_PA_cns_threshold_0.5_quality_20	SRR31605214	PA	PQ833284.1	3	A/chicken/CA/24-033225-002-original/2024
SRR31605214_PB1_cns.fa	Consensus_SRR31605214_PB1_cns_threshold_0.5_quality_20	SRR31605214	PB1	PQ833283.1	2	A/chicken/CA/24-033225-002-original/2024
SRR31605214_PB2_cns.fa	Consensus_SRR31605214_PB2_cns_threshold_0.5_quality_20	SRR31605214	PB2	PQ833282.1	1	A/chicken/CA/24-033225-002-original/2024
SRR31605216_HA_cns.fa	Consensus_SRR31605216_HA_cns_threshold_0.5_quality_20	SRR31605216	HA	PQ833269.1	4	A/chicken/CA/24-033224-003-original/2024
SRR31605216_MP_cns.fa	Consensus_SRR31605216_MP_cns_threshold_0.5_quality_20	SRR31605216	MP	PQ833272.1	7	A/chicken/CA/24-033224-003-original/2024
SRR31605216_NA_cns.fa	Consensus_SRR31605216_NA_cns_threshold_0.5_quality_20	SRR31605216	NA	PQ833271.1	6	A/chicken/CA/24-033224-003-original/2024
SRR31605216_NP_cns.fa	Consensus_SRR31605216_NP_cns_threshold_0.5_quality_20	SRR31605216	NP	PQ833270.1	5	A/chicken/CA/24-033224-003-original/2024
SRR31605216_NS_cns.fa	Consensus_SRR31605216_NS_cns_threshold_0.5_quality_20	SRR31605216	NS	PQ833273.1	8	A/chicken/CA/24-033224-003-original/2024
SRR31605216_PA_cns.fa	Consensus_SRR31605216_PA_cns_threshold_0.5_quality_20	SRR31605216	PA	PQ833268.1	3	A/chicken/CA/24-033224-003-original/2024
SRR31605216_PB1_cns.fa	Consensus_SRR31605216_PB1_cns_threshold_0.5_quality_20	SRR31605216	PB1	PQ833267.1	2	A/chicken/CA/24-033224-003-original/2024
SRR31605216_PB2_cns.fa	Consensus_SRR31605216_PB2_cns_threshold_0.5_quality_20	SRR31605216	PB2	PQ833266.1	1	A/chicken/CA/24-033224-003-original/2024
SRR31605217_HA_cns.fa	Consensus_SRR31605217_HA_cns_threshold_0.5_quality_20	SRR31605217	HA	PQ843718.1	4	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_MP_cns.fa	Consensus_SRR31605217_MP_cns_threshold_0.5_quality_20	SRR31605217	MP	PQ843721.1	7	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_NA_cns.fa	Consensus_SRR31605217_NA_cns_threshold_0.5_quality_20	SRR31605217	NA	PQ843720.1	6	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_NP_cns.fa	Consensus_SRR31605217_NP_cns_threshold_0.5_quality_20	SRR31605217	NP	PQ843719.1	5	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_NS_cns.fa	Consensus_SRR31605217_NS_cns_threshold_0.5_quality_20	SRR31605217	NS	PQ843722.1	8	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_PA_cns.fa	Consensus_SRR31605217_PA_cns_threshold_0.5_quality_20	SRR31605217	PA	PQ843717.1	3	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_PB1_cns.fa	Consensus_SRR31605217_PB1_cns_threshold_0.5_quality_20	SRR31605217	PB1	PQ843716.1	2	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605217_PB2_cns.fa	Consensus_SRR31605217_PB2_cns_threshold_0.5_quality_20	SRR31605217	PB2	PQ843715.1	1	A/cattle/CA/24-029181-001-original-repeat2/2024
SRR31605218_HA_cns.fa	Consensus_SRR31605218_HA_cns_threshold_0.5_quality_20	SRR31605218	HA	PV160759.1	4	A/cattle/CA/24-034259-001-original/2024
SRR31605218_HA_cns.fa	Consensus_SRR31605218_HA_cns_threshold_0.5_quality_20	SRR31605218	HA	PV215087.1	4	A/cattle/CA/24-034259-001-original/2024
SRR31605218_MP_cns.fa	Consensus_SRR31605218_MP_cns_threshold_0.5_quality_20	SRR31605218	MP	PV160762.1	7	A/cattle/CA/24-034259-001-original/2024
SRR31605218_MP_cns.fa	Consensus_SRR31605218_MP_cns_threshold_0.5_quality_20	SRR31605218	MP	PV215090.1	7	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NA_cns.fa	Consensus_SRR31605218_NA_cns_threshold_0.5_quality_20	SRR31605218	NA	PV160761.1	6	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NA_cns.fa	Consensus_SRR31605218_NA_cns_threshold_0.5_quality_20	SRR31605218	NA	PV215089.1	6	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NP_cns.fa	Consensus_SRR31605218_NP_cns_threshold_0.5_quality_20	SRR31605218	NP	PV160760.1	5	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NP_cns.fa	Consensus_SRR31605218_NP_cns_threshold_0.5_quality_20	SRR31605218	NP	PV215088.1	5	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NS_cns.fa	Consensus_SRR31605218_NS_cns_threshold_0.5_quality_20	SRR31605218	NS	PV215091.1	8	A/cattle/CA/24-034259-001-original/2024
SRR31605218_NS_cns.fa	Consensus_SRR31605218_NS_cns_threshold_0.5_quality_20	SRR31605218	NS	PV160763.1	8	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PA_cns.fa	Consensus_SRR31605218_PA_cns_threshold_0.5_quality_20	SRR31605218	PA	PV160758.1	3	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PA_cns.fa	Consensus_SRR31605218_PA_cns_threshold_0.5_quality_20	SRR31605218	PA	PV215086.1	3	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PB1_cns.fa	Consensus_SRR31605218_PB1_cns_threshold_0.5_quality_20	SRR31605218	PB1	PV160757.1	2	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PB1_cns.fa	Consensus_SRR31605218_PB1_cns_threshold_0.5_quality_20	SRR31605218	PB1	PV215085.1	2	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PB2_cns.fa	Consensus_SRR31605218_PB2_cns_threshold_0.5_quality_20	SRR31605218	PB2	PV160756.1	1	A/cattle/CA/24-034259-001-original/2024
SRR31605218_PB2_cns.fa	Consensus_SRR31605218_PB2_cns_threshold_0.5_quality_20	SRR31605218	PB2	PV215084.1	1	A/cattle/CA/24-034259-001-original/2024
SRR31605222_HA_cns.fa	Consensus_SRR31605222_HA_cns_threshold_0.5_quality_20	SRR31605222	HA	PQ844038.1	4	A/chicken/CA/24-034440-001-original/2024
SRR31605222_MP_cns.fa	Consensus_SRR31605222_MP_cns_threshold_0.5_quality_20	SRR31605222	MP	PQ844041.1	7	A/chicken/CA/24-034440-001-original/2024
SRR31605222_NA_cns.fa	Consensus_SRR31605222_NA_cns_threshold_0.5_quality_20	SRR31605222	NA	PQ844040.1	6	A/chicken/CA/24-034440-001-original/2024
SRR31605222_NP_cns.fa	Consensus_SRR31605222_NP_cns_threshold_0.5_quality_20	SRR31605222	NP	PQ844039.1	5	A/chicken/CA/24-034440-001-original/2024
SRR31605222_NS_cns.fa	Consensus_SRR31605222_NS_cns_threshold_0.5_quality_20	SRR31605222	NS	PQ844042.1	8	A/chicken/CA/24-034440-001-original/2024
SRR31605222_PA_cns.fa	Consensus_SRR31605222_PA_cns_threshold_0.5_quality_20	SRR31605222	PA	PQ844037.1	3	A/chicken/CA/24-034440-001-original/2024
SRR31605222_PB1_cns.fa	Consensus_SRR31605222_PB1_cns_threshold_0.5_quality_20	SRR31605222	PB1	PQ844036.1	2	A/chicken/CA/24-034440-001-original/2024
SRR31605222_PB2_cns.fa	Consensus_SRR31605222_PB2_cns_threshold_0.5_quality_20	SRR31605222	PB2	PQ844035.1	1	A/chicken/CA/24-034440-001-original/2024
SRR31605223_HA_cns.fa	Consensus_SRR31605223_HA_cns_threshold_0.5_quality_20	SRR31605223	HA	PV615797.1	4	A/cattle/CA/24-034429-001-original/2024
SRR31605223_MP_cns.fa	Consensus_SRR31605223_MP_cns_threshold_0.5_quality_20	SRR31605223	MP	PV615800.1	7	A/cattle/CA/24-034429-001-original/2024
SRR31605223_NA_cns.fa	Consensus_SRR31605223_NA_cns_threshold_0.5_quality_20	SRR31605223	NA	PV615799.1	6	A/cattle/CA/24-034429-001-original/2024
SRR31605223_NP_cns.fa	Consensus_SRR31605223_NP_cns_threshold_0.5_quality_20	SRR31605223	NP	PV615798.1	5	A/cattle/CA/24-034429-001-original/2024
SRR31605223_NS_cns.fa	Consensus_SRR31605223_NS_cns_threshold_0.5_quality_20	SRR31605223	NS	PV615801.1	8	A/cattle/CA/24-034429-001-original/2024
SRR31605223_PA_cns.fa	Consensus_SRR31605223_PA_cns_threshold_0.5_quality_20	SRR31605223	PA	PV615796.1	3	A/cattle/CA/24-034429-001-original/2024
SRR31605223_PB1_cns.fa	Consensus_SRR31605223_PB1_cns_threshold_0.5_quality_20	SRR31605223	PB1	PV615795.1	2	A/cattle/CA/24-034429-001-original/2024
SRR31605223_PB2_cns.fa	Consensus_SRR31605223_PB2_cns_threshold_0.5_quality_20	SRR31605223	PB2	PV615794.1	1	A/cattle/CA/24-034429-001-original/2024
SRR31605224_HA_cns.fa	Consensus_SRR31605224_HA_cns_threshold_0.5_quality_20	SRR31605224	HA	PV215103.1	4	A/cattle/CA/24-034427-001-original/2024
SRR31605224_HA_cns.fa	Consensus_SRR31605224_HA_cns_threshold_0.5_quality_20	SRR31605224	HA	PV160775.1	4	A/cattle/CA/24-034427-001-original/2024
SRR31605224_MP_cns.fa	Consensus_SRR31605224_MP_cns_threshold_0.5_quality_20	SRR31605224	MP	PV160778.1	7	A/cattle/CA/24-034427-001-original/2024
SRR31605224_MP_cns.fa	Consensus_SRR31605224_MP_cns_threshold_0.5_quality_20	SRR31605224	MP	PV215106.1	7	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NA_cns.fa	Consensus_SRR31605224_NA_cns_threshold_0.5_quality_20	SRR31605224	NA	PV160777.1	6	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NA_cns.fa	Consensus_SRR31605224_NA_cns_threshold_0.5_quality_20	SRR31605224	NA	PV215105.1	6	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NP_cns.fa	Consensus_SRR31605224_NP_cns_threshold_0.5_quality_20	SRR31605224	NP	PV160776.1	5	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NP_cns.fa	Consensus_SRR31605224_NP_cns_threshold_0.5_quality_20	SRR31605224	NP	PV215104.1	5	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NS_cns.fa	Consensus_SRR31605224_NS_cns_threshold_0.5_quality_20	SRR31605224	NS	PV160779.1	8	A/cattle/CA/24-034427-001-original/2024
SRR31605224_NS_cns.fa	Consensus_SRR31605224_NS_cns_threshold_0.5_quality_20	SRR31605224	NS	PV215107.1	8	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PA_cns.fa	Consensus_SRR31605224_PA_cns_threshold_0.5_quality_20	SRR31605224	PA	PV160774.1	3	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PA_cns.fa	Consensus_SRR31605224_PA_cns_threshold_0.5_quality_20	SRR31605224	PA	PV215102.1	3	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PB1_cns.fa	Consensus_SRR31605224_PB1_cns_threshold_0.5_quality_20	SRR31605224	PB1	PV215101.1	2	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PB1_cns.fa	Consensus_SRR31605224_PB1_cns_threshold_0.5_quality_20	SRR31605224	PB1	PV160773.1	2	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PB2_cns.fa	Consensus_SRR31605224_PB2_cns_threshold_0.5_quality_20	SRR31605224	PB2	PV215100.1	1	A/cattle/CA/24-034427-001-original/2024
SRR31605224_PB2_cns.fa	Consensus_SRR31605224_PB2_cns_threshold_0.5_quality_20	SRR31605224	PB2	PV160772.1	1	A/cattle/CA/24-034427-001-original/2024
SRR31605225_HA_cns.fa	Consensus_SRR31605225_HA_cns_threshold_0.5_quality_20	SRR31605225	HA	PQ843950.1	4	A/cattle/CA/24-034426-003-original/2024
SRR31605225_MP_cns.fa	Consensus_SRR31605225_MP_cns_threshold_0.5_quality_20	SRR31605225	MP	PQ843953.1	7	A/cattle/CA/24-034426-003-original/2024
SRR31605225_NA_cns.fa	Consensus_SRR31605225_NA_cns_threshold_0.5_quality_20	SRR31605225	NA	PQ843952.1	6	A/cattle/CA/24-034426-003-original/2024
SRR31605225_NP_cns.fa	Consensus_SRR31605225_NP_cns_threshold_0.5_quality_20	SRR31605225	NP	PQ843951.1	5	A/cattle/CA/24-034426-003-original/2024
SRR31605225_NS_cns.fa	Consensus_SRR31605225_NS_cns_threshold_0.5_quality_20	SRR31605225	NS	PQ843954.1	8	A/cattle/CA/24-034426-003-original/2024
SRR31605225_PA_cns.fa	Consensus_SRR31605225_PA_cns_threshold_0.5_quality_20	SRR31605225	PA	PQ843949.1	3	A/cattle/CA/24-034426-003-original/2024
SRR31605225_PB1_cns.fa	Consensus_SRR31605225_PB1_cns_threshold_0.5_quality_20	SRR31605225	PB1	PQ843948.1	2	A/cattle/CA/24-034426-003-original/2024
SRR31605225_PB2_cns.fa	Consensus_SRR31605225_PB2_cns_threshold_0.5_quality_20	SRR31605225	PB2	PQ843947.1	1	A/cattle/CA/24-034426-003-original/2024
SRR31605226_HA_cns.fa	Consensus_SRR31605226_HA_cns_threshold_0.5_quality_20	SRR31605226	HA	PQ833277.1	4	A/chicken/CA/24-033225-001-original/2024
SRR31605226_MP_cns.fa	Consensus_SRR31605226_MP_cns_threshold_0.5_quality_20	SRR31605226	MP	PQ833280.1	7	A/chicken/CA/24-033225-001-original/2024
SRR31605226_NA_cns.fa	Consensus_SRR31605226_NA_cns_threshold_0.5_quality_20	SRR31605226	NA	PQ833279.1	6	A/chicken/CA/24-033225-001-original/2024
SRR31605226_NP_cns.fa	Consensus_SRR31605226_NP_cns_threshold_0.5_quality_20	SRR31605226	NP	PQ833278.1	5	A/chicken/CA/24-033225-001-original/2024
SRR31605226_NS_cns.fa	Consensus_SRR31605226_NS_cns_threshold_0.5_quality_20	SRR31605226	NS	PQ833281.1	8	A/chicken/CA/24-033225-001-original/2024
SRR31605226_PA_cns.fa	Consensus_SRR31605226_PA_cns_threshold_0.5_quality_20	SRR31605226	PA	PQ833276.1	3	A/chicken/CA/24-033225-001-original/2024
SRR31605226_PB1_cns.fa	Consensus_SRR31605226_PB1_cns_threshold_0.5_quality_20	SRR31605226	PB1	PQ833275.1	2	A/chicken/CA/24-033225-001-original/2024
SRR31605226_PB2_cns.fa	Consensus_SRR31605226_PB2_cns_threshold_0.5_quality_20	SRR31605226	PB2	PQ833274.1	1	A/chicken/CA/24-033225-001-original/2024
SRR31605227_HA_cns.fa	Consensus_SRR31605227_HA_cns_threshold_0.5_quality_20	SRR31605227	HA	PV218697.1	4	A/cattle/CA/24-034416-002-original/2024
SRR31605227_MP_cns.fa	Consensus_SRR31605227_MP_cns_threshold_0.5_quality_20	SRR31605227	MP	PV218700.1	7	A/cattle/CA/24-034416-002-original/2024
SRR31605227_NA_cns.fa	Consensus_SRR31605227_NA_cns_threshold_0.5_quality_20	SRR31605227	NA	PV218699.1	6	A/cattle/CA/24-034416-002-original/2024
SRR31605227_NP_cns.fa	Consensus_SRR31605227_NP_cns_threshold_0.5_quality_20	SRR31605227	NP	PV218698.1	5	A/cattle/CA/24-034416-002-original/2024
SRR31605227_NS_cns.fa	Consensus_SRR31605227_NS_cns_threshold_0.5_quality_20	SRR31605227	NS	PV218701.1	8	A/cattle/CA/24-034416-002-original/2024
SRR31605227_PA_cns.fa	Consensus_SRR31605227_PA_cns_threshold_0.5_quality_20	SRR31605227	PA	PV218696.1	3	A/cattle/CA/24-034416-002-original/2024
SRR31605227_PB1_cns.fa	Consensus_SRR31605227_PB1_cns_threshold_0.5_quality_20	SRR31605227	PB1	PV218695.1	2	A/cattle/CA/24-034416-002-original/2024
SRR31605227_PB2_cns.fa	Consensus_SRR31605227_PB2_cns_threshold_0.5_quality_20	SRR31605227	PB2	PV218694.1	1	A/cattle/CA/24-034416-002-original/2024
SRR31605228_HA_cns.fa	Consensus_SRR31605228_HA_cns_threshold_0.5_quality_20	SRR31605228	HA	PV218689.1	4	A/cattle/CA/24-034416-001-original/2024
SRR31605228_MP_cns.fa	Consensus_SRR31605228_MP_cns_threshold_0.5_quality_20	SRR31605228	MP	PV218692.1	7	A/cattle/CA/24-034416-001-original/2024
SRR31605228_NA_cns.fa	Consensus_SRR31605228_NA_cns_threshold_0.5_quality_20	SRR31605228	NA	PV218691.1	6	A/cattle/CA/24-034416-001-original/2024
SRR31605228_NP_cns.fa	Consensus_SRR31605228_NP_cns_threshold_0.5_quality_20	SRR31605228	NP	PV218690.1	5	A/cattle/CA/24-034416-001-original/2024
SRR31605228_NS_cns.fa	Consensus_SRR31605228_NS_cns_threshold_0.5_quality_20	SRR31605228	NS	PV218693.1	8	A/cattle/CA/24-034416-001-original/2024
SRR31605228_PA_cns.fa	Consensus_SRR31605228_PA_cns_threshold_0.5_quality_20	SRR31605228	PA	PV218688.1	3	A/cattle/CA/24-034416-001-original/2024
SRR31605228_PB1_cns.fa	Consensus_SRR31605228_PB1_cns_threshold_0.5_quality_20	SRR31605228	PB1	PV218687.1	2	A/cattle/CA/24-034416-001-original/2024
SRR31605228_PB2_cns.fa	Consensus_SRR31605228_PB2_cns_threshold_0.5_quality_20	SRR31605228	PB2	PV218686.1	1	A/cattle/CA/24-034416-001-original/2024
SRR31605229_HA_cns.fa	Consensus_SRR31605229_HA_cns_threshold_0.5_quality_20	SRR31605229	HA	PV456512.1	4	A/cattle/CA/24-034267-001-original/2024
SRR31605229_MP_cns.fa	Consensus_SRR31605229_MP_cns_threshold_0.5_quality_20	SRR31605229	MP	PV456515.1	7	A/cattle/CA/24-034267-001-original/2024
SRR31605229_NA_cns.fa	Consensus_SRR31605229_NA_cns_threshold_0.5_quality_20	SRR31605229	NA	PV456514.1	6	A/cattle/CA/24-034267-001-original/2024
SRR31605229_NP_cns.fa	Consensus_SRR31605229_NP_cns_threshold_0.5_quality_20	SRR31605229	NP	PV456513.1	5	A/cattle/CA/24-034267-001-original/2024
SRR31605229_NS_cns.fa	Consensus_SRR31605229_NS_cns_threshold_0.5_quality_20	SRR31605229	NS	PV456516.1	8	A/cattle/CA/24-034267-001-original/2024
SRR31605229_PA_cns.fa	Consensus_SRR31605229_PA_cns_threshold_0.5_quality_20	SRR31605229	PA	PV456511.1	3	A/cattle/CA/24-034267-001-original/2024
SRR31605229_PB1_cns.fa	Consensus_SRR31605229_PB1_cns_threshold_0.5_quality_20	SRR31605229	PB1	PV456510.1	2	A/cattle/CA/24-034267-001-original/2024
SRR31605229_PB2_cns.fa	Consensus_SRR31605229_PB2_cns_threshold_0.5_quality_20	SRR31605229	PB2	PV456509.1	1	A/cattle/CA/24-034267-001-original/2024
SRR31605230_HA_cns.fa	Consensus_SRR31605230_HA_cns_threshold_0.5_quality_20	SRR31605230	HA	PV060417.1	4	A/cattle/CA/24-034264-003-original/2024
SRR31605230_MP_cns.fa	Consensus_SRR31605230_MP_cns_threshold_0.5_quality_20	SRR31605230	MP	PV060420.1	7	A/cattle/CA/24-034264-003-original/2024
SRR31605230_NA_cns.fa	Consensus_SRR31605230_NA_cns_threshold_0.5_quality_20	SRR31605230	NA	PV060419.1	6	A/cattle/CA/24-034264-003-original/2024
SRR31605230_NP_cns.fa	Consensus_SRR31605230_NP_cns_threshold_0.5_quality_20	SRR31605230	NP	PV060418.1	5	A/cattle/CA/24-034264-003-original/2024
SRR31605230_NS_cns.fa	Consensus_SRR31605230_NS_cns_threshold_0.5_quality_20	SRR31605230	NS	PV060421.1	8	A/cattle/CA/24-034264-003-original/2024
SRR31605230_PA_cns.fa	Consensus_SRR31605230_PA_cns_threshold_0.5_quality_20	SRR31605230	PA	PV060416.1	3	A/cattle/CA/24-034264-003-original/2024
SRR31605230_PB1_cns.fa	Consensus_SRR31605230_PB1_cns_threshold_0.5_quality_20	SRR31605230	PB1	PV060415.1	2	A/cattle/CA/24-034264-003-original/2024
SRR31605230_PB2_cns.fa	Consensus_SRR31605230_PB2_cns_threshold_0.5_quality_20	SRR31605230	PB2	PV060414.1	1	A/cattle/CA/24-034264-003-original/2024
SRR31605231_HA_cns.fa	Consensus_SRR31605231_HA_cns_threshold_0.5_quality_20	SRR31605231	HA	PV060409.1	4	A/cattle/CA/24-034264-002-original/2024
SRR31605231_MP_cns.fa	Consensus_SRR31605231_MP_cns_threshold_0.5_quality_20	SRR31605231	MP	PV060412.1	7	A/cattle/CA/24-034264-002-original/2024
SRR31605231_NA_cns.fa	Consensus_SRR31605231_NA_cns_threshold_0.5_quality_20	SRR31605231	NA	PV060411.1	6	A/cattle/CA/24-034264-002-original/2024
SRR31605231_NP_cns.fa	Consensus_SRR31605231_NP_cns_threshold_0.5_quality_20	SRR31605231	NP	PV060410.1	5	A/cattle/CA/24-034264-002-original/2024
SRR31605231_NS_cns.fa	Consensus_SRR31605231_NS_cns_threshold_0.5_quality_20	SRR31605231	NS	PV060413.1	8	A/cattle/CA/24-034264-002-original/2024
SRR31605231_PA_cns.fa	Consensus_SRR31605231_PA_cns_threshold_0.5_quality_20	SRR31605231	PA	PV060408.1	3	A/cattle/CA/24-034264-002-original/2024
SRR31605231_PB1_cns.fa	Consensus_SRR31605231_PB1_cns_threshold_0.5_quality_20	SRR31605231	PB1	PV060407.1	2	A/cattle/CA/24-034264-002-original/2024
SRR31605231_PB2_cns.fa	Consensus_SRR31605231_PB2_cns_threshold_0.5_quality_20	SRR31605231	PB2	PV060406.1	1	A/cattle/CA/24-034264-002-original/2024
SRR31605232_HA_cns.fa	Consensus_SRR31605232_HA_cns_threshold_0.5_quality_20	SRR31605232	HA	PV160599.1	4	A/cattle/CA/24-033980-001-original/2024
SRR31605232_HA_cns.fa	Consensus_SRR31605232_HA_cns_threshold_0.5_quality_20	SRR31605232	HA	PV214927.1	4	A/cattle/CA/24-033980-001-original/2024
SRR31605232_MP_cns.fa	Consensus_SRR31605232_MP_cns_threshold_0.5_quality_20	SRR31605232	MP	PV214930.1	7	A/cattle/CA/24-033980-001-original/2024
SRR31605232_MP_cns.fa	Consensus_SRR31605232_MP_cns_threshold_0.5_quality_20	SRR31605232	MP	PV160602.1	7	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NA_cns.fa	Consensus_SRR31605232_NA_cns_threshold_0.5_quality_20	SRR31605232	NA	PV160601.1	6	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NA_cns.fa	Consensus_SRR31605232_NA_cns_threshold_0.5_quality_20	SRR31605232	NA	PV214929.1	6	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NP_cns.fa	Consensus_SRR31605232_NP_cns_threshold_0.5_quality_20	SRR31605232	NP	PV214928.1	5	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NP_cns.fa	Consensus_SRR31605232_NP_cns_threshold_0.5_quality_20	SRR31605232	NP	PV160600.1	5	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NS_cns.fa	Consensus_SRR31605232_NS_cns_threshold_0.5_quality_20	SRR31605232	NS	PV214931.1	8	A/cattle/CA/24-033980-001-original/2024
SRR31605232_NS_cns.fa	Consensus_SRR31605232_NS_cns_threshold_0.5_quality_20	SRR31605232	NS	PV160603.1	8	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PA_cns.fa	Consensus_SRR31605232_PA_cns_threshold_0.5_quality_20	SRR31605232	PA	PV160598.1	3	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PA_cns.fa	Consensus_SRR31605232_PA_cns_threshold_0.5_quality_20	SRR31605232	PA	PV214926.1	3	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PB1_cns.fa	Consensus_SRR31605232_PB1_cns_threshold_0.5_quality_20	SRR31605232	PB1	PV214925.1	2	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PB1_cns.fa	Consensus_SRR31605232_PB1_cns_threshold_0.5_quality_20	SRR31605232	PB1	PV160597.1	2	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PB2_cns.fa	Consensus_SRR31605232_PB2_cns_threshold_0.5_quality_20	SRR31605232	PB2	PV214924.1	1	A/cattle/CA/24-033980-001-original/2024
SRR31605232_PB2_cns.fa	Consensus_SRR31605232_PB2_cns_threshold_0.5_quality_20	SRR31605232	PB2	PV160596.1	1	A/cattle/CA/24-033980-001-original/2024
